ga,all_records,date_crosscheck_pass
10.0,0.7553693751389766,0.7688345914433794
10.1,0.7556335259580693,0.769110043144066
10.2,0.7558938826625915,0.7693813402579633
10.3,0.7561503943894771,0.7696484302606474
10.4,0.7564030102787842,0.7699112606304672
10.5,0.7566516794865311,0.7701697788572915
10.6,0.7568963511984913,0.7704239324522157
10.7,0.7571369746449339,0.7706736689583222
10.8,0.757373499116367,0.7709189359624721
10.9,0.7576058739802587,0.7711596811081649
11.0,0.7578340486987457,0.7713958521094926
11.1,0.7606992431988469,0.7744053457176918
11.2,0.763658627740573,0.7775367018764572
11.3,0.7667022082942908,0.7807775239112326
11.4,0.769820022685358,0.784115443078478
11.5,0.7730021637762204,0.7875381545611693
11.6,0.7762388023502919,0.7910334530674438
11.7,0.7795202095329384,0.7945892677878179
11.8,0.7828367785737549,0.7981936964436303
11.9,0.7861790458069761,0.8018350381436287
12.0,0.7895377106032622,0.8055018247570398
12.1,0.7929036541261488,0.8091828505096321
12.2,0.7962679567099243,0.812867199514062
12.3,0.7996219136824498,0.8165442709564587
12.4,0.8029570494659023,0.8202038016773872
12.5,0.8062651298005367,0.8238358859058381
12.6,0.8095381719505721,0.827430991929417
12.7,0.8127684527670057,0.8309799755110985
12.8,0.8159485144989592,0.8344740898922128
12.9,0.8190711682626702,0.8379049922517241
13.0,0.822129495094881,0.8412647465225048
13.1,0.8251168445349546,0.8445458224956919
13.2,0.8280268306969587,0.847741091173321
13.3,0.8308533258089797,0.8508438163569764
13.4,0.8335904512117789,0.8538476424856979
13.5,0.8362325658223226,0.8567465787591607
13.6,0.8387742520795312,0.8595349796023883
13.7,0.841210299399752,0.8622075215452061
13.8,0.8435356851776895,0.8647591766034967
13.9,0.8457455533752349,0.8671851822597901
14.0,0.847835190745322,0.8694810081475605
14.100000000000001,0.8498000007410191,0.8716423195470988
14.2,0.8516354751616578,0.8736649378004618
14.3,0.8533371635878529,0.8755447977491797
14.4,0.8549006406560449,0.8772779022909964
14.5,0.8563214712211129,0.8788602741410668
14.600000000000001,0.8575951734525856,0.8802879048691059
14.7,0.858717179906773,0.881556701267405
14.8,0.8596827966137977,0.8826624290858494
14.9,0.8604871602157338,0.8836006541500009
15.0,0.8611251931904708,0.8843666808579956
15.100000000000001,0.8615915571960656,0.8849554880325147
15.2,0.861880604573167,0.885361662087199
15.3,0.8619863280496619,0.885579327454052
15.4,0.8619023087029296,0.8856020742121236
15.5,0.861621662252456,0.8854228828600166
15.600000000000001,0.8611396783836088,0.885036822256927
15.7,0.8604619250668286,0.8844493816532425
15.8,0.8595963054702925,0.8836682940051024
