group,ga,pbar,loss,optimal_week
G1,10.0,0.7204941018385891,0.2795058981614109,12.023614106315375
G1,10.1,0.7266060095394791,0.27339399046052093,12.023614106315375
G1,10.2,0.7326770069253351,0.2673229930746649,12.023614106315375
G1,10.3,0.7387046164281812,0.2612953835718188,12.023614106315375
G1,10.4,0.7446863952287234,0.2553136047712766,12.023614106315375
G1,10.5,0.750619954134741,0.24938004586525897,12.023614106315375
G1,10.6,0.7565029514057018,0.24349704859429822,12.023614106315375
G1,10.7,0.7623330941496375,0.23766690585036254,12.023614106315375
G1,10.8,0.7681081530241622,0.23189184697583776,12.023614106315375
G1,10.9,0.7738259612029662,0.2261740387970338,12.023614106315375
G1,11.0,0.7794844117656489,0.22051558823435113,12.023614106315375
G1,11.1,0.7850814561651139,0.21491854383488607,12.023614106315375
G1,11.2,0.7906151361792186,0.20938486382078136,12.023614106315375
G1,11.3,0.7960835440711658,0.20391645592883423,12.023614106315375
G1,11.4,0.8014848606949222,0.1985151393050778,12.023614106315375
G1,11.5,0.8068173360400083,0.19318266395999173,12.023614106315375
G1,11.6,0.812079300859418,0.18792069914058196,12.023614106315375
G1,11.7,0.8172691596130567,0.18273084038694332,12.023614106315375
G1,11.8,0.822385396859691,0.17761460314030897,12.023614106315375
G1,11.9,0.8274265838418964,0.17257341615810362,12.023614106315375
G1,12.0,0.8323913650717737,0.1676086349282263,12.023614106315375
G1,12.1,0.8372784789291223,0.16938818773754433,12.023614106315375
G1,12.2,0.8420867329633611,0.17124660036997216,12.023614106315375
G1,12.3,0.8468150217742823,0.1731849782257178,12.023614106315375
G1,12.4,0.85146232372605,0.17520434294061668,12.023614106315375
G1,12.5,0.8560277013652922,0.17730563196804117,12.023614106315375
G1,12.6,0.8557947414231509,0.18420525857684905,12.023614106315375
G1,12.7,0.8555550723643872,0.19111159430227942,12.023614106315375
G1,12.8,0.8553086477866318,0.19802468554670152,12.023614106315375
G1,12.9,0.8550554249822239,0.20494457501777616,12.023614106315375
G1,13.0,0.8547953496458849,0.21187131702078177,12.023614106315375
G1,13.1,0.85452838000903,0.21880495332430333,12.023614106315375
G1,13.2,0.8542544754142914,0.2257455245857085,12.023614106315375
G1,13.3,0.8539735816413865,0.23269308502528024,12.023614106315375
G1,13.4,0.8536856619694219,0.2396476713639115,12.023614106315375
G1,13.5,0.8533906668999143,0.24660933310008573,12.023614106315375
G1,13.6,0.8530885567075169,0.2535781099591497,12.023614106315375
G1,13.7,0.8527792872531744,0.26055404608015886,12.023614106315375
G1,13.8,0.8524628076556415,0.2675371923443585,12.023614106315375
G1,13.9,0.8521390968726806,0.27452756979398607,12.023614106315375
G1,14.0,0.8518080957788976,0.2815252375544357,12.023614106315375
G1,14.1,0.85146976823589,0.28853023176410997,12.023614106315375
G1,14.2,0.8511240785748216,0.29554258809184497,12.023614106315375
G1,14.3,0.8507709904473714,0.302562342885962,12.023614106315375
G1,14.4,0.850410455304236,0.30958954469576405,12.023614106315375
G1,14.5,0.8500424611887074,0.3166242054779592,12.023614106315375
G1,14.6,0.8496669526420016,0.3236663806913317,12.023614106315375
G1,14.7,0.8492839066997264,0.3307160933002735,12.023614106315375
G1,14.8,0.848893287476185,0.3377733791904817,12.023614106315375
